,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star
32,41721,551,163,the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",the promise,2017,Terry George,"Oscar Isaac, Christian Bale, Charlotte Le Bon, Daniel Giménez Cacho, Shohreh Aghdashloo, Abel Folk, Andrew Tarbet, Angela Sarafyan, Armin Amiri, Marwan Kenzari, Igal Naor, Garen Boyajian, Kevork Malikyan, Numan Acar, Roman Mitichyan, Jean Reno, Tom Hollander, James Cromwell, Alicia Borrachero"
33,42224,1865,163,the promise,2016,Terry George,"Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Gimnez Cacho",the promise,2017,Terry George,"Oscar Isaac, Christian Bale, Charlotte Le Bon, Daniel Giménez Cacho, Shohreh Aghdashloo, Abel Folk, Andrew Tarbet, Angela Sarafyan, Armin Amiri, Marwan Kenzari, Igal Naor, Garen Boyajian, Kevork Malikyan, Numan Acar, Roman Mitichyan, Jean Reno, Tom Hollander, James Cromwell, Alicia Borrachero"
34,43485,2499,172,the hollars,2016,John Krasinski,"Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick",the lego movie,2014,"Phil Lord, Christopher Miller, Chris McKay","Chris Pratt, Elizabeth Banks, Will Arnett, Morgan Freeman, Will Ferrell, Charlie Day, Liam Neeson, Nick Offerman, Alison Brie, Jonah Hill, Channing Tatum, Craig Berry, Amanda Farinos, Keith Ferguson, Orville Forte, Dave Franco, Todd Hansen, Jake Johnson (XVI), Keegan-Michael Key, Kelly Lafferty, Chris McKay, Christopher Miller, Graham Miller, Doug Nicholas, Shaquille O'Neal, Chris Paluszek, Chris Romano, Jadon Sand, Cobie Smulders, Melissa Sturm, Jorma Taccone, Billy Dee Williams, Leiki Veskimets, David Burrows, Anthony Daniels"
35,43692,833,172,the lego movie,2014,"Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",the lego movie,2014,"Phil Lord, Christopher Miller, Chris McKay","Chris Pratt, Elizabeth Banks, Will Arnett, Morgan Freeman, Will Ferrell, Charlie Day, Liam Neeson, Nick Offerman, Alison Brie, Jonah Hill, Channing Tatum, Craig Berry, Amanda Farinos, Keith Ferguson, Orville Forte, Dave Franco, Todd Hansen, Jake Johnson (XVI), Keegan-Michael Key, Kelly Lafferty, Chris McKay, Christopher Miller, Graham Miller, Doug Nicholas, Shaquille O'Neal, Chris Paluszek, Chris Romano, Jadon Sand, Cobie Smulders, Melissa Sturm, Jorma Taccone, Billy Dee Williams, Leiki Veskimets, David Burrows, Anthony Daniels"
36,43697,2229,172,the iceman,2012,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder",the lego movie,2014,"Phil Lord, Christopher Miller, Chris McKay","Chris Pratt, Elizabeth Banks, Will Arnett, Morgan Freeman, Will Ferrell, Charlie Day, Liam Neeson, Nick Offerman, Alison Brie, Jonah Hill, Channing Tatum, Craig Berry, Amanda Farinos, Keith Ferguson, Orville Forte, Dave Franco, Todd Hansen, Jake Johnson (XVI), Keegan-Michael Key, Kelly Lafferty, Chris McKay, Christopher Miller, Graham Miller, Doug Nicholas, Shaquille O'Neal, Chris Paluszek, Chris Romano, Jadon Sand, Cobie Smulders, Melissa Sturm, Jorma Taccone, Billy Dee Williams, Leiki Veskimets, David Burrows, Anthony Daniels"
37,43760,990,172,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the lego movie,2014,"Phil Lord, Christopher Miller, Chris McKay","Chris Pratt, Elizabeth Banks, Will Arnett, Morgan Freeman, Will Ferrell, Charlie Day, Liam Neeson, Nick Offerman, Alison Brie, Jonah Hill, Channing Tatum, Craig Berry, Amanda Farinos, Keith Ferguson, Orville Forte, Dave Franco, Todd Hansen, Jake Johnson (XVI), Keegan-Michael Key, Kelly Lafferty, Chris McKay, Christopher Miller, Graham Miller, Doug Nicholas, Shaquille O'Neal, Chris Paluszek, Chris Romano, Jadon Sand, Cobie Smulders, Melissa Sturm, Jorma Taccone, Billy Dee Williams, Leiki Veskimets, David Burrows, Anthony Daniels"
38,45847,1869,176,day of the dead: bloodline,2018,Hctor Hernndez Vicens,"Johnathon Schaech, Sophie Skelton, Marcus Vanco, Lillian Blankenship",day of the dead: bloodline,2018,"Hèctor Hernández Vicens, Pearry Reginald Teo","Sophie Skelton, Johnathon Schaech, Jeff Gum, Marcus Vanco, Mark Rhino Smith"
39,48759,2520,183,i origins,2014,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergs-Frisbey, Brit Marling",if i stay,2014,R.J. Cutler,"Mireille Enos, Joshua Leonard, Jamie Blackley, Lauren Lee Smith, Stacy Keach, Aisha Hinds, Chloë Grace Moretz, Liana Liberato, Jakob Davies, Gabrielle Rose, Ali Milner, Gabrielle Cerys Haslett, Adam Solomonian, John Emmet Tracy, Chelah Horsdal, Christine Willes, Arielle Tuliao, Sarah Grey, Aliyah O'Brien, William C. Vaughan, Paul Jarrett, Giles Panton, Dave Collette, David Orth, Camille Atebe, Annabel Kershaw, Toby Hargrave, Primo Allon, John Shaw, Michael D. Adamthwaite, Jameson Trenholm, Donnie MacNeil, Genevieve Buechner, Alisa Weilerstein, Elisa King, Brett Wise, Steven Jeays, Boyd Ferguson, Heidi Ford, Sylvestra Stuart, George Boutros, Kevin Haaland, Ben Klassen, Ryan Stephenson, Tom Vanderkam, Tony Dubroy"
40,52464,2253,203,the neighbor,2018,Aaron Harvey,"William Fichtner, Jessica McNamee, Jean Louisa Kelly, Michael Rosenbaum",the adderall diaries,2016,Pamela Romanowsky,"Ed Harris, Amber Heard, Cynthia Nixon, James Franco, Christian Slater, Wilmer Valderrama, Jim Parrack, Timothée Chalamet, Danny Flaherty, Tonya Glanz, Michael Cristofer, Raymond T. Williams, Meghan Mazurczyk, Jessica Leccia, Tamzin Brown, Casper Andreas, Rochelle Bostrom, Katrina E. Perkins, Jimmy Lee Gary Jr., Gabriela Fresquez, Laura Frost, Edward M. Kelahan, Julienne Hanzelka Kim, Alex Maizus, Giulia Cicciari, Chris J. Cullen, Jake Katzman, Marian Volk, Lori Burch, Noelle Cristiano, James Farley, Joel Quinones, Ky Soto, Sean Martin, Kevin Michael Kennedy, Eliana Fanders, Giuseppe Cicciari, Eva M. Gross, Gilberto Quinones, Bradley Growden"
41,52501,1226,203,the interview,2014,"Evan Goldberg, Seth Rogen","James Franco, Seth Rogen, Randall Park, Lizzy Caplan",the adderall diaries,2016,Pamela Romanowsky,"Ed Harris, Amber Heard, Cynthia Nixon, James Franco, Christian Slater, Wilmer Valderrama, Jim Parrack, Timothée Chalamet, Danny Flaherty, Tonya Glanz, Michael Cristofer, Raymond T. Williams, Meghan Mazurczyk, Jessica Leccia, Tamzin Brown, Casper Andreas, Rochelle Bostrom, Katrina E. Perkins, Jimmy Lee Gary Jr., Gabriela Fresquez, Laura Frost, Edward M. Kelahan, Julienne Hanzelka Kim, Alex Maizus, Giulia Cicciari, Chris J. Cullen, Jake Katzman, Marian Volk, Lori Burch, Noelle Cristiano, James Farley, Joel Quinones, Ky Soto, Sean Martin, Kevin Michael Kennedy, Eliana Fanders, Giuseppe Cicciari, Eva M. Gross, Gilberto Quinones, Bradley Growden"
42,52590,1496,203,the boy,2016,William Brent Bell,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",the adderall diaries,2016,Pamela Romanowsky,"Ed Harris, Amber Heard, Cynthia Nixon, James Franco, Christian Slater, Wilmer Valderrama, Jim Parrack, Timothée Chalamet, Danny Flaherty, Tonya Glanz, Michael Cristofer, Raymond T. Williams, Meghan Mazurczyk, Jessica Leccia, Tamzin Brown, Casper Andreas, Rochelle Bostrom, Katrina E. Perkins, Jimmy Lee Gary Jr., Gabriela Fresquez, Laura Frost, Edward M. Kelahan, Julienne Hanzelka Kim, Alex Maizus, Giulia Cicciari, Chris J. Cullen, Jake Katzman, Marian Volk, Lori Burch, Noelle Cristiano, James Farley, Joel Quinones, Ky Soto, Sean Martin, Kevin Michael Kennedy, Eliana Fanders, Giuseppe Cicciari, Eva M. Gross, Gilberto Quinones, Bradley Growden"
43,55133,2833,211,the woman in black,2012,James Watkins,"Daniel Radcliffe, Janet McTeer, Ciarn Hinds, Emma Shorey",the angriest man in brooklyn,2014,Phil Alden Robinson,"Robin Williams, Mila Kunis, Peter Dinklage, Melissa Leo, Hamish Linklater, James Earl Jones, Richard Kind, Isiah Whitlock Jr., Sutton Foster, Lee Garlington, Daniel Raymont, Ari Barkan, Joseph Basile, Sunah Bilsted, José Báez, Kevin Cannon, Hank Chen, Adam Chernick, Roy Milton Davis, David Doumeng, Ayse Eldek, Elli, Sawyer Ever, Chris Gethard, Jeremie Harris, Anthony Jabre, Rock Kohli, Claudia McLain, Olga Merediz, Len Murach, Noah Radcliffe, Da'Vine Joy Randolph, Kirk Taylor, Marcello Thedford"
44,55662,1514,212,song to song,2017,Terrence Malick,"Ryan Gosling, Rooney Mara, Michael Fassbender, Natalie Portman",song to song,2017,Terrence Malick,"Ryan Gosling, Rooney Mara, Michael Fassbender, Natalie Portman, Cate Blanchett, Holly Hunter, Bérénice Marlohe, Val Kilmer, Lykke Li, Olivia Grace Applegate, Dana Falconberry, Linda Emond, Louanne Stephens, Christin Sawyer Davis, Tom Sturridge"
45,58787,1242,230,novitiate,2017,Maggie Betts,"Eline Powell, Dianna Agron, Julianne Nicholson, Margaret Qualley",novitiate,2017,Margaret Betts,"Margaret Qualley, Melissa Leo, Julianne Nicholson, Dianna Agron, Denis O'Hare, Morgan Saylor"
46,68285,401,271,american assassin,2017,Michael Cuesta,"Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch",my all american,2015,Angelo Pizzo,"Aaron Eckhart, Robin Tunney, Sarah Bolger, Finn Wittrock, Michael Reilly Burke, Mackenzie Meehan, Richard Kohnke, Alex MacNicoll, Rett Terrell, John Chriss, Todd Allen, Rebecca Chulew, Juston Street, Marco Perella, Tracey Ely, Stephen Stanton, Tim Ogletree, Troy Ogletree, Austin Willis, Gary Teague, Zane-Eric Matthews, Nick W. Nicholson, Brent Anderson, Eddie Davenport, Abriella Gonzales, Dane Berkshire, Diane Selken, Laura Evans, Joshua Hawkins, Grant Merritt, Eric Hack, Jay Bowles, Catherine Lawrence Kinslow, Alex Brewster, Walker Satterwhite, Regan Goins, Heather Materne, Andy Skelton, David Stokey, Alyssa Broun, Carlton Caudle, Rosendo 'Ross' DeLeon, Hector Becerra, Robert Lloyd Moore, Sonja Gordon, Casey Charland, Damon Carney, Hays McEachern, Stephen Latham, Chris Roark, Kristin M. Miller, Diane Dearsan, Dennis Alcorn, Jeff Brody, Christopher Gulas, Julie Cude-Eaton, Jordan Shipley, Charlie Crenshaw, Matthew Zapata, Mary Ann Elekes, Brittany Clark, Brett Brock, Samantha Frank, Kaci Beeler, Eric Zettina, Marlon Price, David Mooney, Joshua Briscoe, Stacy Harrell, Samantha Powell, Tony Lee Yates, Colin Haag Jr., Stan Taylor, Chris J. Knight, Brooke Morgan, Lauren Leal, Tommy McJunkins, Dylan Starkey, Jacub Dacus, Charles Reynolds, Wallace Jones, Sam Stinson, Reynolds Washam, Sandra Avila, Glenn Bert Coe Jr., Cody Springer, J. Taylor, Grant Giles, Gene Cervenka, Ellen Crouch, Cassandra Dixson, Patty Allieri, Mike Seitz, Doug Shuffield, Joshua Davis, Charley Austin, Jim Flowers, Perry Hinson"
47,68570,397,273,the lost city of z,2016,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",the lost city of z,2017,James Gray,"Charlie Hunnam, Tom Holland (II), Robert Pattinson, Sienna Miller, Angus Macfadyen"
48,70680,2445,283,the secret scripture,2016,Jim Sheridan,"Rooney Mara, Eric Bana, Aidan Turner, Theo James",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, Geneviève Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, Geneviève Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels"
49,70881,2679,283,the institute,2017,"James Franco, Pamela Romanowsky","James Franco, Allie Gallerani, Tim Blake Nelson, Lori Singer",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, Geneviève Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, Geneviève Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels"
50,70967,2848,283,the duel,2016,Kieran Darcy-Smith,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, Geneviève Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, Geneviève Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels"
51,71319,1773,283,the visit,2015,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, Geneviève Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, Geneviève Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels"
52,71335,1823,283,the loft,2014,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, Geneviève Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, Geneviève Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels"
53,71656,394,287,the house,2017,Andrew Jay Cohen,"Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas",the whole truth,2016,Courtney Hunt,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry, Lara Grice, Nicole Barré, Kevin ""Lucky"" Johnson, Lyndsay Kimball, Jason Kirkpatrick, Sean Bridgers, Jackie Tuttle, Mattie Liptak, Ryan Grego, Thomas Francis Murphy, Dana Gourrier, Samantha Beaulieu, Wes Cannon, Jeff Grays, Barry Smith, Larry McGhee, Chauntrell Shelby, Mac Alsfeld, Genevieve Grogan, Maritta Viola Sattelmaier"
54,71779,2705,287,the whole truth,2016,Courtney Hunt,"Keanu Reeves, Rene Zellweger, Gugu Mbatha-Raw, Gabriel Basso",the whole truth,2016,Courtney Hunt,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry, Lara Grice, Nicole Barré, Kevin ""Lucky"" Johnson, Lyndsay Kimball, Jason Kirkpatrick, Sean Bridgers, Jackie Tuttle, Mattie Liptak, Ryan Grego, Thomas Francis Murphy, Dana Gourrier, Samantha Beaulieu, Wes Cannon, Jeff Grays, Barry Smith, Larry McGhee, Chauntrell Shelby, Mac Alsfeld, Genevieve Grogan, Maritta Viola Sattelmaier"
55,74656,990,302,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the banshee chapter,2014,Blair Erickson,"Katia Winter, Ted Levine, Michael McMillian, Jenny Gabrielle, Monique Candelaria, David Midthunder, Cyd Schulte, Chad Brummett, Corey Moosa, Vivian Nesbitt, William Sterchi, Alex Gianopoulos, John Lawlor, Kevin Wiggins, J.D. Garfield, Tone Forrest, Maud de Proost"
56,79633,1071,319,insidious: chapter 2,2013,James Wan,"Patrick Wilson, Rose Byrne, Barbara Hershey, Lin Shaye",insidious: chapter 3,2015,Leigh Whannell,"Dermot Mulroney, Stefanie Scott, Angus Sampson, Leigh Whannell, Lin Shaye, Tate Berney, Michael Reid Mackay, Steve Coulter, Hayley Kiyoko, Corbett Tuck"
57,83123,284,332,jurassic world,2015,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer",ordinary world,2016,Lee Kirk,"Billie Joe Armstrong, Selma Blair, Fred Armisen, Judy Greer, Chris Messina, Dallas Roberts, Kevin Corrigan, Brian Baumgartner, Madisyn Shipman, Mia Dillon, Lucas Papaelias, Rick Younger, Sean Gunn, Valentine Miele, Rebecca Naomi Jones, Ron Simons, Andrew Call, Joan Jett, Andy Grotelueschen, Don Guillory, Nancy Ticotin, Kevin Hoffman, Rufus Collins, Kresh Novakovic, Michael Devine, Mason Fleisher, Sandra Familia, Liam Sweeney, Eoghan Sweeney, Michelle Gunn"
58,84055,2177,334,the lorax,2012,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms",the giver,2014,Phillip Noyce,"Jeff Bridges, Meryl Streep, Brenton Thwaites, Katie Holmes, Odeya Rush, Taylor Swift, Cameron Monaghan, Emma Tremblay, Alexander Skarsgård"
59,84694,1640,334,the signal,2014,William Eubank,"Brenton Thwaites, Olivia Cooke, Beau Knapp, Laurence Fishburne",the giver,2014,Phillip Noyce,"Jeff Bridges, Meryl Streep, Brenton Thwaites, Katie Holmes, Odeya Rush, Taylor Swift, Cameron Monaghan, Emma Tremblay, Alexander Skarsgård"
60,86566,68,342,the irishman,2019,Martin Scorsese,"Bobby Cannavale, Jesse Plemons, Al Pacino, Robert De Niro",the discovery,2017,Charlie McDowell,"Robert Redford, Rooney Mara, Jason Segel, Jesse Plemons, Riley Keough"
61,86634,2445,342,the secret scripture,2016,Jim Sheridan,"Rooney Mara, Eric Bana, Aidan Turner, Theo James",the discovery,2017,Charlie McDowell,"Robert Redford, Rooney Mara, Jason Segel, Jesse Plemons, Riley Keough"
62,87310,1886,342,the discovery,2017,Charlie McDowell,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",the discovery,2017,Charlie McDowell,"Robert Redford, Rooney Mara, Jason Segel, Jesse Plemons, Riley Keough"
63,87969,371,353,the boss baby,2017,Tom McGrath,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow",the boss baby,2017,Tom McGrath,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow, Miles Christopher Bakshi, James McGrath, Conrad Vernon, ViviAnn Yee, Eric Bell Jr., David Soren, Eric Bell, Jr., Edie Mirman, James Ryan, Walt Dohrn, Jules Winter, Nina Zoe Bakshi, Tom McGrath, Brian Hopkins, Glenn Harmon, Joseph Izzo, Chris Miller, Andrea Montana Knoll, Christopher Miller, Chloe Albrecht, Tobey Maguire"
64,89884,769,355,the 5th wave,2016,J Blakeson,"Chlo Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",the 5th wave,2016,J Blakeson,"Chloë Grace Moretz, Nick Robinson, Alex Roe, Liev Schreiber, Ron Livingston, Maika Monroe, Matthew Zuk, Maria Bello, Maggie Siff, Tony Revolori, Alex MacNicoll, Marc John Jefferies, Nadji Jeter, Talitha Bateman, Paul S. Ryden, E. Roger Mitchell, Terry Serpico, Charmin Lee, Bailey Anne Borders, Zackary Arthur, Parker Wierling, Madison Staines, Gabriela Lopez, Cade Canon Ball, Derek Roberts, Tara Jones, Hunter Denoyelles, Geoffrey Kennedy, Devin McGee, Justin Smith, Adora Dei, Kevin L. Johnson, Flynn McHugh, Courtney Munch, Kendrick Cross, Chelsea Hayes, Michael Beasley, Nick Glennie-Smith"
65,89937,2952,355,the guest,2014,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",the 5th wave,2016,J Blakeson,"Chloë Grace Moretz, Nick Robinson, Alex Roe, Liev Schreiber, Ron Livingston, Maika Monroe, Matthew Zuk, Maria Bello, Maggie Siff, Tony Revolori, Alex MacNicoll, Marc John Jefferies, Nadji Jeter, Talitha Bateman, Paul S. Ryden, E. Roger Mitchell, Terry Serpico, Charmin Lee, Bailey Anne Borders, Zackary Arthur, Parker Wierling, Madison Staines, Gabriela Lopez, Cade Canon Ball, Derek Roberts, Tara Jones, Hunter Denoyelles, Geoffrey Kennedy, Devin McGee, Justin Smith, Adora Dei, Kevin L. Johnson, Flynn McHugh, Courtney Munch, Kendrick Cross, Chelsea Hayes, Michael Beasley, Nick Glennie-Smith"
66,94021,300,365,patriots day,2016,Peter Berg,"Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman",patriots day,2017,Peter Berg,"Mark Wahlberg, J.K. Simmons, John Goodman, Michelle Monaghan, Kevin Bacon, Jimmy O. Yang, Vincent Curatola, Alex Wolff, Jake Picking"
67,95194,2946,376,ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",ride along,2014,Tim Story,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Bryan Callen, Laurence Fishburne, Dragos Bucur, Gary Owen, Jacob Latimore, Jay Pharoah, Benjamin ""Lil P-Nut"" Flores Jr., Eric Benson, Greg Rementer, Anna House, Jasmine Burke, Julie Gribble, John Kap, John Kaplan, Anona Tolar, Dwayne Brown, Louanne LaFortune, Keith Walters, David Banner, James Logan, Eric Chase Anderson, Angie Stone, Emmanuel Hudson, Kenny Alfonso, Phillip DeVona, Omari Wallace, Sheena Kharazmi, Thida Penn, Aaron Saxton, Mark Hicks, Joseph Williams, William Neenan, Brian Oerly, Eric Lee Goins, Lucius Baston, Drew Goin, Elle Duncan, Gary Weeks (II), Jeff Rose, Christopher Lennertz"
68,98256,2513,392,transcendence,2014,Wally Pfister,"Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy",transcendence,2014,Wally Pfister,"Johnny Depp, Paul Bettany, Rebecca Hall, Morgan Freeman, Kate Mara, Cole Hauser, Cillian Murphy, Cory Hardrict, Falk Hentschel, Josh Stewart, Luce Rains, Fernando Chien, Steven Liu, Xander Berkeley, Lukas Haas, Wallace Langham, James Burnett, Sam Quinn, Sam Webb, Christopher Gartin, Olivia Taylor Dudley, Abraham Jallad, Lauren Sivan, Laramie Cooley, Nancy Jeris, Colin Jones, Dylan Kenin, Chad Brummett, Antonio Del Prete, Jon Kristian Moore, John Trejo, Matthew J. Berkovitz, Darren Patrick Leis, Donna D. Brown, Richard ""Daniel"" Williams, Zackeriah Carpenter, Christina Lancellotti, Kristen Rakes, Seth Adkins, Dean Bailey, Gary Dionne, Bruce Ellis Benson, Fred North, Rick Shuster"
69,103558,772,409,the neon demon,2016,Nicolas Winding Refn,"Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman",the beguiled,2017,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Emma Howard (VIII), Addison Riecke"
70,106625,1505,417,the secret life of walter mitty,2013,Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",life,2015,Anton Corbijn,"Robert Pattinson, Dane DeHaan, Joel Edgerton, Ben Kingsley, Lauren Gallagher, Peter Lucas, Alessandra Mastronardi, Nicholas Rice, Kristen Hager, Jessica Rose, Kelly J. McCreary, John Blackwood, Michael Therriault, Caitlin Stewart, Kristian Bruun, Stella Schnabel, Philip Maurice Hayes, Kasey Lea, Ron White, Eve Crawford, Kendal Rae, Drew Leger, Jason Blicker, Emily Hurson, Emma Pedersen, Allison Brennan, David Ross Paterson, Mark James Fernandes, Stuart McLean, Anton Corbijn, Paulette Sinclair, Jack Fulton, Salvatore Argante, David Talbot, Jimi Shlag, Steve Cumyn, Julian DeZotti, Rebecca Eady, Dwight Ireland, Barbara Gordon, Stephen Joffe, Jessica Clement, Sara Waisglass, Adam Cabral, Gerry Mendicino, Renato Rizzuti, Andy Trithardt, Juno Rinaldi, Jake January Rinaldi"
